global unique identifier	last edited date	taxonomic order	category	taxon concept id	common name	scientific name	subspecies common name	subspecies scientific name	exotic code	observation count	breeding code	breeding category	behavior code	age/sex	country	country code	state	state code	county	county code	iba code	bcr code	usfws code	atlas block	locality	locality id	locality type	latitude	longitude	observation date	time observations started	observer id	sampling event identifier	protocol type	protocol code	project code	duration minutes	effort distance km	effort area ha	number observers	all species reported	group identifier	has media	approved	reviewed	reason	trip comments	species comments	
URN:CornellLabOfOrnithology:EBIRD:OBS674390099	2018-11-08 09:27:08	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Rio Claro Sendero Corozal	L8118011	P	4.943459	-75.4932627	2018-11-03	06:30:00	obsr907111	S49753519	Traveling	P22	EBIRD	150	5	NA	12	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS682321088	2022-12-12 12:44:07.002793	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-03	06:30:00	obsr1147025	S50388139	Traveling	P22	EBIRD	330	2	NA	15	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673755166	2018-11-05 19:30:22	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Eco parque Monteleón	L7860170	P	5.074216	-75.496576	2018-11-05	15:37:00	obsr983338	S49706764	Traveling	P22	EBIRD	135	2.24	NA	4	0	G3565796	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS684124941	2022-10-26 04:31:29.845956	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-27	06:07:00	obsr538843	S50533557	Traveling	P22	EBIRD	300	4	NA	6	1	G3614713	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676382235	2018-11-13 20:40:18	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera que cruza bosque Vereda San Nicolás, Aguadas, Caldas	L8138858	P	5.6110306	-75.4715639	2018-11-12	14:15:00	obsr815332	S49921903	Traveling	P22	EBIRD	45	0.62	NA	2	1	G3582757	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672596800	2022-10-26 04:32:14.11364	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Lodge	L1252500	H	5.0732224	-75.4378641	2018-11-02	11:55:00	obsr431534	S49626285	Traveling	P22	EBIRD	230	3.52	NA	8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS735705141	2022-10-25 02:16:24.206105	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Río Claro, sendero Corozal, Vía al Parque de los Nevados, Caldas, CO (4.963, -75.493)	L8141230	P	4.9634733	-75.4933782	2018-11-03	05:47:00	obsr1006832	S54720090	Traveling	P22	EBIRD	360	15	NA	7	1	G3587160	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674374575	2019-08-08 09:38:30	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Eco Hotel La Juanita	L5813781	H	5.0905808	-75.5317488	2018-11-05	10:30:00	obsr897647	S49752265	Traveling	P22	EBIRD	120	2.8	NA	9	1	G3570018	0	1	0		Avistamiento VIII Feria de Aves e Sudamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS672983353	2022-10-25 02:15:47.794753	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Tio Conejo  Neira, Caldas, CO (5.14, -75.503)	L8101784	P	5.1403588	-75.5031021	2018-11-03	11:22:00	obsr928284	S49651265	Traveling	P22	EBIRD	37	0.708	NA	12	1	G3559484	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS680880021	2019-10-22 16:13:16	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Pensilvania, Zona Urbana.	L7800735	P	5.3832154	-75.1606619	2018-11-28	08:01:00	obsr778704	S50272609	Traveling	P22	EBIRD	28	0.225	NA	2	1	G4607135	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS764059509	2019-07-11 21:49:23	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Forestal Protectora Bosques de La Chec	L4510695	H	5.0186864	-75.4034498	2018-11-05	06:30:00	obsr1278480	S56605767	Traveling	P22	EBIRD	270	1	NA	15	1	G4353116	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS713181188	2022-10-25 02:40:18.100967	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				12					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2018-11-03	05:45:00	obsr622841	S52936641	Traveling	P22	EBIRD	345	1.5	NA	24	1	G3586402	0	1	0		Primer día de avistamiento de la Feria de Aves de Sudamérica.		
URN:CornellLabOfOrnithology:EBIRD:OBS678930429	2018-11-23 09:58:45	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	(5.5319,-75.1292)	L8170323	P	5.531866	-75.129172	2018-11-21	07:37:00	obsr1147129	S50118699	Traveling	P22	EBIRD	700	17	NA	3	1	G3603000	0	1	0			Relictos de bosque 	
URN:CornellLabOfOrnithology:EBIRD:OBS675123485	2018-11-10 14:46:44	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva de Castilla - (5,069, -75,504)	L7343904	P	5.068917	-75.504489	2018-11-10	14:04:00	obsr1081286	S49831280	Traveling	P22	EBIRD	40	0.34	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS678394144	2022-10-25 02:22:08.402561	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2	P 	C3	P 		Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Tinamú Birding Nature Reserve	L3218682	H	5.0646858	-75.5921951	2018-11-04	07:30:00	obsr794101	S50075927	Traveling	P22	EBIRD_COL	240	8	NA	25	1	G3613771	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676992993	2022-10-25 02:26:21.500044	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Parque los Yarumos	L3653205	H	5.0647132	-75.4815888	2018-11-05	05:55:00	obsr623034	S49970287	Traveling	P22	EBIRD	240	1	NA	18	1	G3568988	0	1	0		Recorrido realizado en el marco de la VIII Feria de Aves de Sudamerica. Guías: Jesus Armando Aguirre y Paola Sepúlveda		
URN:CornellLabOfOrnithology:EBIRD:OBS674579185	2019-08-08 09:38:11	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Recinto del Pensamiento	L5529238	H	5.0422867	-75.4449552	2018-11-02	14:00:00	obsr743248	S49767587	Traveling	P22	EBIRD	35	0.15	NA	8	1	G3558183	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673233065	2019-08-08 09:38:19	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				8					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva La Gaviota	L7753390	H	5.384244	-75.136656	2018-11-04	07:00:00	obsr766405	S49668360	Traveling	P22	EBIRD	60	1	NA	2	1	G3562729	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674376851	2022-10-25 02:14:35.930308	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	RN Industria Licorera de Caldas	L8077994	H	5.0418803	-75.4401267	2018-11-04	05:47:00	obsr962331	S49752467	Traveling	P22	EBIRD	360	2	NA	12	1	G3569993	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS684040158	2022-10-26 04:47:25.762742	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-27	06:07:00	obsr1201601	S50526613	Traveling	P22	EBIRD	300	4	NA	6	1	G3614713	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673177316	2019-08-08 09:38:19	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Recinto del Pensamiento	L5529238	H	5.0422867	-75.4449552	2018-11-04	06:24:00	obsr434810	S49664111	Traveling	P22	EBIRD_COL	117	1.5	NA	4	1	G3685583	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673909376	2022-10-26 04:42:15.69845	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera Gallinazo - Termales	L6448819	P	4.9840889	-75.3875959	2018-11-04	12:45:00	obsr623034	S49718143	Traveling	P22	EBIRD	300	18	NA	22	1	G3566893	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS696739396	2020-02-03 15:37:35	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-04	06:30:00	obsr1054784	S51539228	Traveling	P22	EBIRD	300	1	NA	10	1	G3568495	0	1	0		Salida realizada en el marco de la VIII Feria de Aves de Sudamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS731113018	2019-08-08 09:38:14	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Vereda Río Claro	L4057364	H	4.997564	-75.551333	2018-11-03	07:05:00	obsr923042	S54363863	Stationary	P21	EBIRD	250	NA	NA	34	1	G3993484	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673037960	2021-03-31 20:03:04.567787	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Paraíso Verde Manizales	L7350447	H	5.0898541	-75.5333555	2018-11-03	05:49:00	obsr436340	S49654883	Traveling	P22	EBIRD	320	6.437	NA	9	0		0	1	0			Juveniles y adultos	
URN:CornellLabOfOrnithology:EBIRD:OBS680991161	2018-11-28 16:30:38	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Casa de Chris, Villamaría-Chinchiná	L8168465	P	5.0362996	-75.5228604	2018-11-28	16:19:00	obsr824341	S50282269	Stationary	P21	EBIRD	10	NA	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS683436179	2021-04-12 16:15:36.042073	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Finca Paz Verde, Vereda Gallinazo, Municipio Villamaría, Caldas	L4950248	P	5.0080345	-75.4263183	2018-11-18	09:20:00	obsr622414	S50477220	Traveling	P22	EBIRD	100	0.2	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674173488	2022-10-26 04:48:54.777565	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-03	06:30:00	obsr1062889	S49737273	Traveling	P22	EBIRD	300	1	NA	10	1	G3567999	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS681240329	2018-11-29 16:09:16	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva de Castilla - (5,069, -75,504)	L7343904	P	5.068917	-75.504489	2018-11-29	14:52:00	obsr1081286	S50302609	Traveling	P22	EBIRD	41	0.26	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS677691672	2022-10-26 02:49:51.789155	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Finca Romelia	L3097502	H	5.0850879	-75.6186953	2018-11-03	07:15:00	obsr1135113	S50022375	Traveling	P22	EBIRD	240	2	NA	12	1	G3565797	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676985922	2022-10-24 23:36:44.923614	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Río Claro, sendero Corozal, Vía al Parque de los Nevados, Caldas, CO (4.963, -75.493)	L8141230	P	4.9634733	-75.4933782	2018-11-05	06:00:00	obsr773779	S49969859	Traveling	P22	EBIRD	360	14	NA	5	1	G3587148	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674526206	2018-11-08 17:53:07	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcazares, Caldas, CO (5,067, -75,528)	L8108850	P	5.0671619	-75.5282298	2018-11-05	07:46:00	obsr885192	S49763838	Traveling	P22	EBIRD	87	0.44	NA	2	1	G3570831	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS727531245	2022-10-26 04:41:04.289443	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-03	06:30:00	obsr674509	S54088928	Traveling	P22	EBIRD	240	2.5	NA	11	1	G3567976	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS681017831	2019-10-22 16:09:54	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Estambul	L8195805	P	5.39189	-75.152579	2018-11-28	07:40:00	obsr766405	S50285176	Traveling	P22	EBIRD	60	1.609	NA	1	1	G4607101	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676024372	2021-08-20 17:33:00.704567	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Tinamú Birding Nature Reserve	L3218682	H	5.0646858	-75.5921951	2018-11-05	06:00:00	obsr997903	S49894748	Traveling	P22	EBIRD	300	3	NA	34	1	G3571094	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS748687703	2019-05-01 22:39:42	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Tinamú Birding Nature Reserve	L3218682	H	5.0646858	-75.5921951	2018-11-03	06:30:00	obsr1073898	S55655723	Traveling	P22	EBIRD_COL	300	4	NA	7	0	G4109721	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673721051	2022-10-25 02:25:34.200672	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				7					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Paraíso Verde Manizales	L7350447	H	5.0898541	-75.5333555	2018-11-04	05:34:00	obsr135617	S49704213	Traveling	P22	EBIRD	294	1.336	NA	8	1	G3640857	0	1	0		Overcast, still, cool, becoming mostly cloudy and mild.--Observations during a field trip of the VIII Feria de Aves de Sudamerica. The total group size was seven or eight, but I hung back to try to lure the antbird into view, and so spent much of my time with one participant who also stayed back, and with Tatiana Botero, the owner of the hotel.--Mammals: none observed.		
URN:CornellLabOfOrnithology:EBIRD:OBS676844881	2022-10-25 02:29:26.357123	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Anserma, la esmeralda-Nubia alta	L7729811	P	5.215412	-75.75409	2018-11-14	06:00:00	obsr1062889	S49958849	Traveling	P22	EBIRD	120	2.3	NA	2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672950188	2018-11-06 17:13:49	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Via Gallinazo— Medio	L8101481	P	4.992891	-75.404446	2018-11-03	08:16:00	obsr108577	S49648942	Traveling	P22	EBIRD	44	0.805	NA	18	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS684039844	2022-10-26 04:39:24.86274	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-26	07:00:00	obsr1201601	S50526524	Traveling	P22	EBIRD	720	5	NA	7	1	G3614712	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS679231554	2020-02-03 15:37:35	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-22	06:37:00	obsr786429	S50141492	Traveling	P22	EBIRD_ARG	360	6	NA	8	1	G3602412	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS684124845	2021-03-10 11:18:17.990891	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera Termales el Otoño--La Gruta	L3708073	H	4.9835449	-75.3887317	2018-11-27	15:00:00	obsr538843	S50533553	Traveling	P22	EBIRD	180	4	NA	6	1	G3614715	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673893248	2022-10-26 04:31:58.016861	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera Gallinazo - Termales	L6448819	P	4.9840889	-75.3875959	2018-11-03	13:00:00	obsr938576	S49717013	Traveling	P22	EBIRD	300	18	NA	25	1	G3565789	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673231485	2019-08-08 09:38:19	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Vereda Río Claro	L4057364	H	4.997564	-75.551333	2018-11-04	06:50:00	obsr748839	S49668236	Traveling	P22	EBIRD	247	3.5	NA	14	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676992444	2022-10-26 04:37:42.69875	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Forestal Protectora Bosques de La Chec	L4510695	H	5.0186864	-75.4034498	2018-11-04	06:00:00	obsr623034	S49970271	Traveling	P22	EBIRD	390	0.5	NA	32	1	G3586396	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676497476	2022-10-26 04:38:17.015482	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera Gallinazo - Termales	L6448819	P	4.9840889	-75.3875959	2018-11-03	13:00:00	obsr428959	S49930708	Traveling	P22	EBIRD	300	18	NA	25	1	G3565789	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS688084965	2018-12-21 09:34:28	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Torre 4, Corpocaldas	L8112982	P	5.026897	-75.387449	2018-11-05	10:00:00	obsr830314	S50837497	Stationary	P21	EBIRD	90	NA	NA	17	1	G3586394	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673217968	2018-11-06 12:22:33	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Bosque San Francisco CHEC	L8100721	P	5.054454	-75.7333502	2018-11-04	07:40:00	obsr652958	S49667191	Traveling	P22	EBIRD_COL	148	2.19	NA	12	1	G3566965	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673601377	2022-10-26 03:28:39.57485	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Paraíso Verde Manizales	L7350447	H	5.0898541	-75.5333555	2018-11-05	10:03:00	obsr730695	S49695202	Stationary	P21	EBIRD_COL	95	NA	NA	8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676022834	2022-10-26 06:19:44.240616	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				9					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Bosques de La Chec, station on Panamericana west of La Selva	L8110327	P	5.0301733	-75.4120884	2018-11-04	06:55:00	obsr593012	S49894631	Traveling	P22	EBIRD	240	2	NA	34	1	G3584493	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674585185	2022-10-26 03:27:36.05569	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-05	07:05:00	obsr189372	S49767907	Traveling	P22	EBIRD_BRA	160	2	NA	1	0	G3582532	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674807605	2018-11-09 14:29:01	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva de Castilla - (5,069, -75,504)	L7343904	P	5.068917	-75.504489	2018-11-09	12:57:00	obsr1081286	S49799411	Traveling	P22	EBIRD	42	0.2	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676359532	2018-11-13 20:41:27	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Monserrate, Aguadas, Caldas	L8138655	P	5.61675	-75.4645833	2018-11-11	15:55:00	obsr815332	S49920205	Traveling	P22	EBIRD	35	0.18	NA	2	1	G3582764	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS683358432	2018-12-06 11:18:10	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Bosque San Francisco CHEC	L8100721	P	5.054454	-75.7333502	2018-11-03	10:21:00	obsr761992	S50470456	Traveling	P22	EBIRD_COL	84	2.65	NA	16	1	G3586399	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1087626578	2021-03-04 21:43:51.68808	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-02	06:48:00	obsr938736	S82775173	Traveling	P22	EBIRD	252	5	NA	6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674483986	2019-08-08 09:38:13	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Vereda Río Claro	L4057364	H	4.997564	-75.551333	2018-11-03	07:05:00	obsr962331	S49760494	Stationary	P21	EBIRD	250	NA	NA	34	1	G3993484	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674579220	2022-10-25 02:17:53.785323	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Tio Conejo  Neira, Caldas, CO (5.14, -75.503)	L8101784	P	5.1403588	-75.5031021	2018-11-03	11:22:00	obsr743248	S49767588	Traveling	P22	EBIRD	37	0.708	NA	12	1	G3559484	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS698763553	2020-03-27 10:08:16	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Lodge	L1252500	H	5.0732224	-75.4378641	2018-11-06	09:19:00	obsr973911	S51708840	Traveling	P22	EBIRD	45	0.563	NA	16	1	G3608308	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS679703632	2019-08-08 09:38:37	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Manizales-Neira, ALTO BONITO, Caldas, CO (5,114, -75,506)La Pradera	L8179671	P	5.1141198	-75.5064942	2018-11-24	08:00:00	obsr194014	S50179957	Traveling	P22	EBIRD_COL	266	2	NA	2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS682929936	2019-08-08 09:38:10	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Recinto del Pensamiento	L5529238	H	5.0422867	-75.4449552	2018-11-02		obsr1050563	S50436689	Historical	P62	EBIRD	NA	NA	NA	NA	1	G3918617	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS797007207	2019-08-21 22:16:33	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	alcazares  manizales	L9564233	P	5.06738	-75.5295789	2018-11-02	06:00:00	obsr1433188	S59165932	Traveling	P22	EBIRD	180	2	NA	10	1	G4449907	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS907416789	2021-03-31 20:03:04.567787	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Colombia--Rio Blanco Reserve	L11161782	P	5.104	-75.483	2018-11-22		obsr39373	S68132075	Historical	P62	EBIRD	NA	NA	NA	NA	0		0	1	0				
