"","checklist_id","observer_id","observation_count","species_observed","state_code","locality_id","latitude","longitude","protocol_type","all_species_reported","observation_date","year","day_of_year","hours_of_day","effort_hours","effort_distance_km","effort_speed_kmph","number_observers","elevation_mean","elevation_sd","ed_c01_barren","pland_c01_barren","ed_c02_snow","pland_c02_snow","ed_c03_water","pland_c03_water","ed_c11_evergreen_needleleaf","pland_c11_evergreen_needleleaf","ed_c12_evergreen_broadleaf","pland_c12_evergreen_broadleaf","ed_c13_deciduous_needleleaf","pland_c13_deciduous_needleleaf","ed_c14_deciduous_broadlead","pland_c14_deciduous_broadlead","ed_c15_mixed_broadleaf_needleleaf","pland_c15_mixed_broadleaf_needleleaf","ed_c16_mixed_broadleaf_deciduous","pland_c16_mixed_broadleaf_deciduous","ed_c21_open_forests","pland_c21_open_forests","ed_c22_sparse_forests","pland_c22_sparse_forests","ed_c31_dense_herbaceous","pland_c31_dense_herbaceous","ed_c32_sparse_herbaceous","pland_c32_sparse_herbaceous","ed_c41_dense_shrublands","pland_c41_dense_shrublands","ed_c42_shrubland_grassland","pland_c42_shrubland_grassland","ed_c43_sparse_shrublands","pland_c43_sparse_shrublands","ed_c255_unclassified","pland_c255_unclassified"
"39","S102882368","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-02-18,2022,49,12.5833333333333,0.25,0.16,0.64,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"40","S64311729","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2020-02-10,2020,41,8.53333333333333,0.0666666666666667,0.36,5.4,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,7.89647349372709,34.1463414634146,6.84361036123014,63.4146341463415,0,0,0,0,0,0,0,0,0,0,0,0
"41","S102193981","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-02-07,2022,38,6.23333333333333,0.45,0.9,2,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"42","S102854336","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-02-18,2022,49,7.51666666666667,2.6,0.27,0.103846153846154,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"43","S104022250","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-03-02,2022,61,7.01666666666667,0.75,0.42,0.56,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"44","S105315424","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-03-21,2022,80,9.61666666666667,3.96666666666667,0.61,0.153781512605042,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"45","S105758623","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Stationary",1,2022-03-27,2022,86,6.91666666666667,2,0,0,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"46","S102780677","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-02-10,2022,41,16.6,0.166666666666667,0.25,1.5,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"47","S82236240","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Stationary",1,2021-02-23,2021,54,19.1166666666667,0.1,0,0,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,8.94933662622404,26.8292682926829,7.89647349372709,70.7317073170732,0,0,0,0,0,0,0,0,0,0,0,0
"48","S65450386","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2020-03-05,2020,65,6.48333333333333,0.0666666666666667,0.4,6,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,7.89647349372709,34.1463414634146,6.84361036123014,63.4146341463415,0,0,0,0,0,0,0,0,0,0,0,0
"49","S105758601","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Stationary",1,2022-03-23,2022,82,12.2333333333333,0.25,0,0,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"50","S66017581","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Stationary",1,2020-03-20,2020,80,16.2,0.4,0,0,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,7.89647349372709,34.1463414634146,6.84361036123014,63.4146341463415,0,0,0,0,0,0,0,0,0,0,0,0
"51","S63916008","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2020-01-29,2020,29,16.3666666666667,0.0333333333333333,0.13,3.9,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,7.89647349372709,34.1463414634146,6.84361036123014,63.4146341463415,0,0,0,0,0,0,0,0,0,0,0,0
"52","S63353889","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2020-01-13,2020,13,10.8166666666667,0.116666666666667,0.22,1.88571428571429,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,7.89647349372709,34.1463414634146,6.84361036123014,63.4146341463415,0,0,0,0,0,0,0,0,0,0,0,0
"53","S64346766","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2020-02-11,2020,42,5.81666666666667,0.0833333333333333,0.68,8.16,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,7.89647349372709,34.1463414634146,6.84361036123014,63.4146341463415,0,0,0,0,0,0,0,0,0,0,0,0
"54","S83764032","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2021-03-20,2021,79,15.95,1.5,0.74,0.493333333333333,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,8.94933662622404,26.8292682926829,7.89647349372709,70.7317073170732,0,0,0,0,0,0,0,0,0,0,0,0
"55","S102161306","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-02-06,2022,37,15.95,0.2,0.85,4.25,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"56","S102316402","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-02-09,2022,40,7.33333333333333,0.0666666666666667,0.23,3.45,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"57","S100678935","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-01-08,2022,8,13.0666666666667,0.583333333333333,0.23,0.394285714285714,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"58","S102194445","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-02-07,2022,38,7.01666666666667,0.15,0.56,3.73333333333333,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"59","S101991245","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-02-03,2022,34,6.35,0.25,0.07,0.28,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"60","S100219487","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Stationary",1,2022-01-06,2022,6,8.46666666666667,2.11666666666667,0,0,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"61","S79034636","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2021-01-10,2021,10,15.1,0.983333333333333,0.18,0.183050847457627,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,8.94933662622404,26.8292682926829,7.89647349372709,70.7317073170732,0,0,0,0,0,0,0,0,0,0,0,0
"62","S104223775","obs820658",1,TRUE,"CO-CAL","L10228444",5.0661042,-75.484263,"Stationary",1,2022-03-05,2022,64,13.0166666666667,0.35,0,0,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
"63","S83711548","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Stationary",1,2021-03-20,2021,79,5.95,0.05,0,0,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,8.94933662622404,26.8292682926829,7.89647349372709,70.7317073170732,0,0,0,0,0,0,0,0,0,0,0,0
"64","S102045336","obs820658",0,FALSE,"CO-CAL","L10228444",5.0661042,-75.484263,"Traveling",1,2022-02-05,2022,36,5.86666666666667,0.9,0.6,0.666666666666667,1,2141.75659179688,54.541015625,0,0,0,0,0,0,0,0,1.05286313249695,2.4390243902439,0,0,0,0,0,0,0,0,10.002199758721,29.2682926829268,8.94933662622403,68.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0
