checklist_id,elevation_mean,elevation_sd,ed_c01_barren,pland_c01_barren,ed_c02_snow,pland_c02_snow,ed_c03_water,pland_c03_water,ed_c11_evergreen_needleleaf,pland_c11_evergreen_needleleaf,ed_c12_evergreen_broadleaf,pland_c12_evergreen_broadleaf,ed_c13_deciduous_needleleaf,pland_c13_deciduous_needleleaf,ed_c14_deciduous_broadlead,pland_c14_deciduous_broadlead,ed_c15_mixed_broadleaf_needleleaf,pland_c15_mixed_broadleaf_needleleaf,ed_c16_mixed_broadleaf_deciduous,pland_c16_mixed_broadleaf_deciduous,ed_c21_open_forests,pland_c21_open_forests,ed_c22_sparse_forests,pland_c22_sparse_forests,ed_c31_dense_herbaceous,pland_c31_dense_herbaceous,ed_c32_sparse_herbaceous,pland_c32_sparse_herbaceous,ed_c41_dense_shrublands,pland_c41_dense_shrublands,ed_c42_shrubland_grassland,pland_c42_shrubland_grassland,ed_c43_sparse_shrublands,pland_c43_sparse_shrublands,ed_c255_unclassified,pland_c255_unclassified
S64729855,1878.236572265625,105.67809295654297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.507371901282488,78.26086956521739,7.507371901282488,21.73913043478261,0,0,0,0,0,0,0,0,0,0,0,0
S61088300,1374.420166015625,79.403900146484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.211452529987794,90.2439024390244,4.211452529987794,9.75609756097561,0,0,0,0,0,0,0,0,0,0,0,0
S65836973,2817.7880859375,123.95944213867188,0,0,0,0,0,0,0,0,9.1131153357236645,75.55555555555556,0,0,0,0,0,0,0,0,9.1131153357236645,24.444444444444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S64835440,2173.571533203125,154.44244384765625,0,0,0,0,0,0,0,0,2.346053719150834,6.521739130434782,0,0,0,0,0,0,0,0,7.976582645112776,80.43478260869566,5.630528925961942,13.043478260869565,0,0,0,0,0,0,0,0,0,0,0,0
S66217632,2173.571533203125,154.44244384765625,0,0,0,0,0,0,0,0,2.346053719150834,6.521739130434782,0,0,0,0,0,0,0,0,7.976582645112776,80.43478260869566,5.630528925961942,13.043478260869565,0,0,0,0,0,0,0,0,0,0,0,0
S84673587,313.1164245605469,45.63313293457031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.521410148327048,79.06976744186046,5.521410148327048,20.930232558139533,0,0,0,0,0,0,0,0,0,0,0,0
S102308461,313.1164245605469,45.63313293457031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.521410148327048,79.06976744186046,5.521410148327048,20.930232558139533,0,0,0,0,0,0,0,0,0,0,0,0
S61250519,2198.015625,91.88072967529297,0,0,0,0,0,0,0,0,6.595017677167779,36.11111111111111,0,0,0,0,0,0,0,0,6.595017677167779,63.888888888888886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S61260981,2198.015625,91.88072967529297,0,0,0,0,0,0,0,0,6.595017677167779,36.11111111111111,0,0,0,0,0,0,0,0,6.595017677167779,63.888888888888886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S66092552,1005.5822143554688,39.01016616821289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9954706156071,72.22222222222221,5.9954706156071,27.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0
S66021474,1005.5822143554688,39.01016616821289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9954706156071,72.22222222222221,5.9954706156071,27.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0
S65223196,1005.5822143554688,39.01016616821289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9954706156071,72.22222222222221,5.9954706156071,27.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0
S65292976,1005.5822143554688,39.01016616821289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9954706156071,72.22222222222221,5.9954706156071,27.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0
S65989930,1005.5822143554688,39.01016616821289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9954706156071,72.22222222222221,5.9954706156071,27.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0
S65879549,1005.5822143554688,39.01016616821289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9954706156071,72.22222222222221,5.9954706156071,27.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0
S64923800,1005.5822143554688,39.01016616821289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9954706156071,72.22222222222221,5.9954706156071,27.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0
S62905165,1616.6795654296875,123.55785369873047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316738843237489,85,4.316738843237489,15.000000000000002,0,0,0,0,0,0,0,0,0,0,0,0
S62874424,1616.6795654296875,123.55785369873047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316738843237489,85,4.316738843237489,15.000000000000002,0,0,0,0,0,0,0,0,0,0,0,0
S62845050,1616.6795654296875,123.55785369873047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316738843237489,85,4.316738843237489,15.000000000000002,0,0,0,0,0,0,0,0,0,0,0,0
S62948574,2267.58544921875,69.48085021972656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99773530780355,91.66666666666666,2.99773530780355,8.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0
S65314058,2267.58544921875,69.48085021972656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99773530780355,91.66666666666666,2.99773530780355,8.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0
S63982316,2267.58544921875,69.48085021972656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99773530780355,91.66666666666666,2.99773530780355,8.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0
S80679680,1486.7379150390625,57.20240783691406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S102882368,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S64311729,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S102193981,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S102854336,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S104022250,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S105315424,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S105758623,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S102780677,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S82236240,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969486,2.4390243902439024,0,0,0,0,0,0,0,0,8.949336626224035,26.82926829268293,7.896473493727086,70.73170731707317,0,0,0,0,0,0,0,0,0,0,0,0
S65450386,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S105758601,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S66017581,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S63916008,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S63353889,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S64346766,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S83764032,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969486,2.4390243902439024,0,0,0,0,0,0,0,0,8.949336626224035,26.82926829268293,7.896473493727086,70.73170731707317,0,0,0,0,0,0,0,0,0,0,0,0
S102161306,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S102316402,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S100678935,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S102194445,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S101991245,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S100219487,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S79034636,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969486,2.4390243902439024,0,0,0,0,0,0,0,0,8.949336626224035,26.82926829268293,7.896473493727086,70.73170731707317,0,0,0,0,0,0,0,0,0,0,0,0
S104223775,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S83711548,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969486,2.4390243902439024,0,0,0,0,0,0,0,0,8.949336626224035,26.82926829268293,7.896473493727086,70.73170731707317,0,0,0,0,0,0,0,0,0,0,0,0
S102045336,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S105362155,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S63778411,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S65832900,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S66061600,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S101770561,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S102674014,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S101925306,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S104480365,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S101990940,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S105153998,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S100245142,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S102780670,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S102779785,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S102780708,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S102780717,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S99870797,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S105827047,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S104442609,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S83623654,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969486,2.4390243902439024,0,0,0,0,0,0,0,0,8.949336626224035,26.82926829268293,7.896473493727086,70.73170731707317,0,0,0,0,0,0,0,0,0,0,0,0
S64178131,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S63656992,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S102085250,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S82929928,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969486,2.4390243902439024,0,0,0,0,0,0,0,0,8.949336626224035,26.82926829268293,7.896473493727086,70.73170731707317,0,0,0,0,0,0,0,0,0,0,0,0
S64008697,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S81750476,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969486,2.4390243902439024,0,0,0,0,0,0,0,0,8.949336626224035,26.82926829268293,7.896473493727086,70.73170731707317,0,0,0,0,0,0,0,0,0,0,0,0
S104491491,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S105886170,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S103562975,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S63898601,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,7.896473493727085,34.146341463414636,6.843610361230137,63.41463414634146,0,0,0,0,0,0,0,0,0,0,0,0
S104250114,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S101652311,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S104250014,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S101825267,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S105919355,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S103622050,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S84177418,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969486,2.4390243902439024,0,0,0,0,0,0,0,0,8.949336626224035,26.82926829268293,7.896473493727086,70.73170731707317,0,0,0,0,0,0,0,0,0,0,0,0
S102260538,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S104864240,2141.756591796875,54.541015625,0,0,0,0,0,0,0,0,1.0528631324969484,2.4390243902439024,0,0,0,0,0,0,0,0,10.002199758720984,29.268292682926827,8.949336626224033,68.29268292682927,0,0,0,0,0,0,0,0,0,0,0,0
S64391238,1982.4146728515625,108.03086853027344,0,0,0,0,0,0,0,0,4.737884096235793,9.75609756097561,0,0,0,0,0,0,0,0,4.737884096235793,90.24390243902438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S64903238,3931.390380859375,84.51655578613281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712662397283376,77.49999999999999,2.158369421618538,2.5,7.554292975664836,20,0,0,0,0,0,0,0,0,0,0
S63808202,3931.390380859375,84.51655578613281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712662397283376,77.49999999999999,2.158369421618538,2.5,7.554292975664836,20,0,0,0,0,0,0,0,0,0,0
S74311497,1840.5340576171875,177.92071533203125,0,0,0,0,0,0,0,0,4.316738843237076,25,0,0,0,0,0,0,0,0,4.316738843237076,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S78184893,1235.001708984375,50.262786865234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
