"id"	"scientificName"	"decimalLongitude"	"decimalLatitude"	"year"	"month"	"day"	"datasetName"	"basisOfRecord"	"created_by"
3108989775	"Glyptemys insculpta"	-76.24756	46.353221	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109021771	"Glyptemys insculpta"	-76.255587	46.323682	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109033719	"Glyptemys insculpta"	-76.723964	41.094386	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109061766	"Glyptemys insculpta"	-76.208059	46.357294	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109079772	"Glyptemys insculpta"	-76.323548	46.357289	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109118457	"Glyptemys insculpta"	-71.576608	42.446038	2021	4	26	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109150781	"Glyptemys insculpta"	-76.276874	46.292977	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109191767	"Glyptemys insculpta"	-76.248834	46.270607	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109217755	"Glyptemys insculpta"	-76.398127	46.357949	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109282841	"Glyptemys insculpta"	-77.557066	40.1217	2021	4	25	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109283578	"Glyptemys insculpta"	-76.171734	42.016052	2021	4	23	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109283835	"Glyptemys insculpta"	-79.746645	41.419028	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109287794	"Glyptemys insculpta"	-76.29152	46.231726	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3109391400	"Glyptemys insculpta"	-78.753947	41.520927	2021	4	28	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113309464	"Glyptemys insculpta"	-78.445525	39.349988	2021	4	20	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113333454	"Glyptemys insculpta"	-78.480005	39.274239	2021	4	20	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113352450	"Glyptemys insculpta"	-66.683008	45.988307	2021	4	10	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113395892	"Glyptemys insculpta"	-79.943523	40.764989	2021	4	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307120565	"Glyptemys insculpta"	-78.501863	39.344615	2021	4	17	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307407569	"Glyptemys insculpta"	-78.467898	39.315126	2021	4	17	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321063842	"Glyptemys insculpta"	-75.165832	40.526924	2021	4	30	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3112406762	"Glyptemys insculpta"	-75.845882	41.451183	2021	5	2	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3112510414	"Glyptemys insculpta"	-78.606994	39.594243	2021	5	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3112792470	"Glyptemys insculpta"	-77.939088	40.696486	2021	5	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3112921874	"Glyptemys insculpta"	-85.663822	44.730163	2021	5	3	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3112961818	"Glyptemys insculpta"	-78.659162	39.556701	2021	5	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113271731	"Glyptemys insculpta"	-73.487538	42.489469	2021	5	7	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113300635	"Glyptemys insculpta"	-72.815478	44.309391	2021	5	6	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113329557	"Glyptemys insculpta"	-78.312162	39.183055	2021	5	2	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113443725	"Glyptemys insculpta"	-75.782347	40.90029	2021	5	7	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113469498	"Glyptemys insculpta"	-72.464813	43.338135	2021	5	9	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113509867	"Glyptemys insculpta"	-78.550617	39.074371	2021	5	5	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3113705786	"Glyptemys insculpta"	-91.735353	47.354328	2021	5	12	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3117766604	"Glyptemys insculpta"	-88.115501	44.64601	2021	5	13	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3117826277	"Glyptemys insculpta"	-77.78239	39.276035	2021	5	17	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3117828155	"Glyptemys insculpta"	-84.870831	43.439974	2021	5	16	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3117839670	"Glyptemys insculpta"	-84.755991	43.633331	2021	5	12	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3118187680	"Glyptemys insculpta"	-76.562224	42.517852	2021	5	20	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3118205434	"Glyptemys insculpta"	-73.497414	44.511703	2021	5	18	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3118230112	"Glyptemys insculpta"	-72.147226	42.946363	2021	5	13	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3118326197	"Glyptemys insculpta"	-79.21726	40.213555	2021	5	15	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3118408587	"Glyptemys insculpta"	-72.596189	42.905	2021	5	19	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3118446424	"Glyptemys insculpta"	-75.460406	40.940632	2021	5	18	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3118481490	"Glyptemys insculpta"	-74.997429	40.995224	2021	5	18	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3118497749	"Glyptemys insculpta"	-73.408352	44.441253	2021	5	18	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124518101	"Glyptemys insculpta"	-78.143036	42.644109	2021	5	20	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124533698	"Glyptemys insculpta"	-77.65998	40.081064	2021	5	22	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124536800	"Glyptemys insculpta"	-91.901212	45.945541	2021	5	16	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124605526	"Glyptemys insculpta"	-78.417338	39.25917	2021	5	18	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124632878	"Glyptemys insculpta"	-75.088885	44.436486	2021	5	25	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124633126	"Glyptemys insculpta"	-73.562158	41.292269	2021	5	26	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124634219	"Glyptemys insculpta"	-75.143238	44.490451	2021	5	25	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124636972	"Glyptemys insculpta"	-77.898114	39.065404	2021	5	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124677295	"Glyptemys insculpta"	-73.983714	46.023019	2021	5	22	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124693948	"Glyptemys insculpta"	-74.714487	41.170472	2021	5	27	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124699680	"Glyptemys insculpta"	-77.837037	40.266229	2021	5	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124720049	"Glyptemys insculpta"	-71.819156	42.091889	2021	5	22	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124746334	"Glyptemys insculpta"	-78.401332	39.802321	2021	5	26	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124779683	"Glyptemys insculpta"	-74.193577	42.293649	2021	5	18	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124792093	"Glyptemys insculpta"	-72.009694	42.880831	2021	5	25	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124850390	"Glyptemys insculpta"	-77.198339	38.846389	2021	5	15	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124852066	"Glyptemys insculpta"	-68.752526	45.374751	2021	5	25	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124854424	"Glyptemys insculpta"	-77.067871	40.511273	2021	5	22	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3124925068	"Glyptemys insculpta"	-78.499125	39.174594	2021	5	23	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3301996158	"Glyptemys insculpta"	-78.575948	39.294636	2021	5	27	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302068882	"Glyptemys insculpta"	-85.978997	44.352898	2021	5	23	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302199174	"Glyptemys insculpta"	-72.106632	42.684297	2021	5	28	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302371069	"Glyptemys insculpta"	-74.529135	41.066567	2021	5	31	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307189416	"Glyptemys insculpta"	-93.189145	44.486046	2021	5	9	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307208777	"Glyptemys insculpta"	-75.731107	41.423732	2021	5	29	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3355527479	"Glyptemys insculpta"	-72.250343	41.872186	2021	5	18	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3384072322	"Glyptemys insculpta"	-74.220028	41.325747	2021	5	26	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3384260015	"Glyptemys insculpta"	-77.245748	40.119	2021	5	15	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3456833491	"Glyptemys insculpta"	-77.866559	40.778562	2021	5	31	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3468948613	"Glyptemys insculpta"	-75.694836	40.821764	2021	5	23	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3698072494	"Glyptemys insculpta"	-77.223528	39.019759	2021	5	2	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3301849969	"Glyptemys insculpta"	-72.090263	43.832746	2021	6	9	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3301943335	"Glyptemys insculpta"	-78.692224	39.544468	2021	6	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3301947316	"Glyptemys insculpta"	-78.701652	39.061484	2021	6	6	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3301998842	"Glyptemys insculpta"	-83.517504	44.467865	2021	6	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302011143	"Glyptemys insculpta"	-62.407587	45.381497	2021	6	9	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302012143	"Glyptemys insculpta"	-78.206548	40.577943	2021	6	5	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302048749	"Glyptemys insculpta"	-78.028568	45.831649	2021	6	7	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302071604	"Glyptemys insculpta"	-72.153551	43.626974	2021	6	3	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302073699	"Glyptemys insculpta"	-76.967215	40.323753	2021	6	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302076208	"Glyptemys insculpta"	-72.500149	45.296898	2021	6	7	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302082401	"Glyptemys insculpta"	-61.216671	45.790075	2021	6	9	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302112566	"Glyptemys insculpta"	-72.24136	41.936673	2021	6	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302131500	"Glyptemys insculpta"	-72.286196	42.169928	2021	6	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302183939	"Glyptemys insculpta"	-72.598224	43.082057	2021	6	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302207973	"Glyptemys insculpta"	-74.735251	40.826603	2021	6	7	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302315236	"Glyptemys insculpta"	-75.383241	40.748016	2021	6	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302317555	"Glyptemys insculpta"	-85.64699	44.119824	2021	6	5	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302362722	"Glyptemys insculpta"	-66.600626	45.513462	2021	6	9	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302414076	"Glyptemys insculpta"	-84.386314	45.305452	2021	6	6	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302439364	"Glyptemys insculpta"	-71.799573	44.365125	2021	6	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302440518	"Glyptemys insculpta"	-78.018106	45.80394	2021	6	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302456747	"Glyptemys insculpta"	-77.871053	40.2454	2021	6	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302487224	"Glyptemys insculpta"	-77.843598	41.795204	2021	6	10	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302537779	"Glyptemys insculpta"	-77.218805	39.994771	2021	6	7	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302541512	"Glyptemys insculpta"	-63.308542	45.055687	2021	6	7	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302556940	"Glyptemys insculpta"	-66.575471	45.816217	2021	6	5	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3302568533	"Glyptemys insculpta"	-62.581275	45.203404	2021	6	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307134759	"Glyptemys insculpta"	-78.283212	40.297799	2021	6	11	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307149965	"Glyptemys insculpta"	-75.142773	41.104846	2021	6	5	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307170606	"Glyptemys insculpta"	-76.431032	40.851112	2021	6	9	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307178198	"Glyptemys insculpta"	-72.514754	42.416524	2021	6	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307191839	"Glyptemys insculpta"	-85.138127	44.248425	2021	6	11	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307205624	"Glyptemys insculpta"	-74.811117	42.707396	2021	6	12	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307280783	"Glyptemys insculpta"	-72.913587	45.160276	2021	6	15	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307325709	"Glyptemys insculpta"	-79.202052	41.612564	2021	6	10	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307424775	"Glyptemys insculpta"	-72.207471	41.798587	2021	6	16	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307442676	"Glyptemys insculpta"	-76.458221	40.42792	2021	6	6	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3307490117	"Glyptemys insculpta"	-91.634949	45.92148	2021	6	16	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314179863	"Glyptemys insculpta"	-83.577272	44.588283	2021	6	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314203865	"Glyptemys insculpta"	-74.010368	41.656253	2021	6	13	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314204827	"Glyptemys insculpta"	-72.816215	43.242388	2021	6	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314213108	"Glyptemys insculpta"	-73.989431	42.130012	2021	6	20	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314221174	"Glyptemys insculpta"	-74.913478	42.720143	2021	6	21	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314225718	"Glyptemys insculpta"	-78.198139	39.979982	2021	6	15	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314231975	"Glyptemys insculpta"	-72.521989	42.947642	2021	6	19	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314236766	"Glyptemys insculpta"	-75.364115	44.61756	2021	6	11	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314253841	"Glyptemys insculpta"	-75.708793	39.675477	2021	6	19	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314287558	"Glyptemys insculpta"	-72.303301	42.424381	2021	6	24	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314293903	"Glyptemys insculpta"	-74.106743	41.692209	2021	6	14	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314308770	"Glyptemys insculpta"	-79.151435	40.318606	2021	6	18	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314463865	"Glyptemys insculpta"	-73.682581	41.256411	2021	6	19	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3314597475	"Glyptemys insculpta"	-72.395584	43.873015	2021	6	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3320863108	"Glyptemys insculpta"	-75.351599	41.883636	2021	6	28	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3320946979	"Glyptemys insculpta"	-72.702255	42.839737	2021	6	27	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3320981397	"Glyptemys insculpta"	-72.422029	45.264242	2021	6	25	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321083053	"Glyptemys insculpta"	-74.330152	41.690786	2021	6	27	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321092210	"Glyptemys insculpta"	-79.048175	48.290599	2021	6	28	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321118276	"Glyptemys insculpta"	-79.124822	48.395872	2021	6	28	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321127783	"Glyptemys insculpta"	-75.461308	40.285603	2021	6	26	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321149275	"Glyptemys insculpta"	-79.095725	48.286545	2021	6	28	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321166912	"Glyptemys insculpta"	-76.820702	40.359659	2021	6	26	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321206928	"Glyptemys insculpta"	-72.477287	43.227448	2021	6	23	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321208705	"Glyptemys insculpta"	-80.058646	40.667733	2021	6	25	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321245439	"Glyptemys insculpta"	-65.211554	45.782431	2021	6	19	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321249307	"Glyptemys insculpta"	-78.328414	40.315594	2021	6	28	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3321249419	"Glyptemys insculpta"	-85.686763	43.430111	2021	6	30	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325579568	"Glyptemys insculpta"	-77.300256	39.099498	2021	6	30	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325675616	"Glyptemys insculpta"	-76.906897	41.088583	2021	6	9	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325682626	"Glyptemys insculpta"	-76.951234	41.0804	2021	6	13	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325704625	"Glyptemys insculpta"	-76.883922	41.161726	2021	6	12	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325716637	"Glyptemys insculpta"	-73.805786	41.21181	2021	6	19	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3327853528	"Glyptemys insculpta"	-78.485182	39.332341	2021	6	22	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3330436566	"Glyptemys insculpta"	-62.086064	45.214131	2021	6	26	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3333300274	"Glyptemys insculpta"	-78.276147	39.616634	2021	6	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3338138109	"Glyptemys insculpta"	-76.556879	41.822605	2021	6	26	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3344036110	"Glyptemys insculpta"	-75.124602	41.32003	2021	6	28	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3355630494	"Glyptemys insculpta"	-75.26466	44.653924	2021	6	11	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3384776604	"Glyptemys insculpta"	-86.11825	44.460212	2021	6	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3399309314	"Glyptemys insculpta"	-75.200449	44.620484	2021	6	11	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3415385656	"Glyptemys insculpta"	-78.523438	39.336846	2021	6	7	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3456686724	"Glyptemys insculpta"	-74.064379	42.232606	2021	6	22	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325494935	"Glyptemys insculpta"	-78.562667	39.776636	2021	7	3	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325501639	"Glyptemys insculpta"	-87.974987	45.428567	2021	7	2	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325526905	"Glyptemys insculpta"	-89.119056	44.301461	2021	7	4	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325576276	"Glyptemys insculpta"	-79.585787	40.966654	2021	7	6	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325788146	"Glyptemys insculpta"	-71.40916	43.094188	2021	7	5	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3325904336	"Glyptemys insculpta"	-73.368109	41.597717	2021	7	6	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3327689950	"Glyptemys insculpta"	-78.453768	39.259371	2021	7	11	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3327718150	"Glyptemys insculpta"	-76.850549	40.254087	2021	7	10	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3327721844	"Glyptemys insculpta"	-78.628984	38.940303	2021	7	10	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3327854429	"Glyptemys insculpta"	-71.50093	43.065228	2021	7	13	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3327924008	"Glyptemys insculpta"	-78.479389	39.32643	2021	7	11	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3327992700	"Glyptemys insculpta"	-78.056412	39.605228	2021	7	8	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
3327993741	"Glyptemys insculpta"	-75.090666	41.508451	2021	7	9	"iNaturalist research-grade observations"	"HUMAN_OBSERVATION"	"GBIF"
