"id"	"scientific_name"	"lon"	"lat"
223	"Glyptemys insculpta"	-1563211.93813329	452444.213307746
224	"Glyptemys insculpta"	-232211.938133287	348444.213307746
225	"Glyptemys insculpta"	-947211.938133287	476444.213307746
226	"Glyptemys insculpta"	-633211.938133287	272444.213307746
227	"Glyptemys insculpta"	-1487211.93813329	452444.213307746
228	"Glyptemys insculpta"	-1638211.93813329	351444.213307746
229	"Glyptemys insculpta"	-551211.938133287	54444.213307746
230	"Glyptemys insculpta"	-631211.938133287	-92555.786692254
231	"Glyptemys insculpta"	-1582211.93813329	424444.213307746
232	"Glyptemys insculpta"	-1673211.93813329	405444.213307746
233	"Glyptemys insculpta"	-42211.9381332865	284444.213307746
234	"Glyptemys insculpta"	-1645211.93813329	226444.213307746
235	"Glyptemys insculpta"	-1030211.93813329	-117555.786692254
236	"Glyptemys insculpta"	-1544211.93813329	463444.213307746
237	"Glyptemys insculpta"	-1560211.93813329	527444.213307746
238	"Glyptemys insculpta"	-1566211.93813329	237444.213307746
239	"Glyptemys insculpta"	-1547211.93813329	249444.213307746
240	"Glyptemys insculpta"	-1742211.93813329	512444.213307746
241	"Glyptemys insculpta"	-1035211.93813329	280444.213307746
242	"Glyptemys insculpta"	-1158211.93813329	82444.213307746
243	"Glyptemys insculpta"	-983211.938133287	410444.213307746
244	"Glyptemys insculpta"	-838211.938133287	380444.213307746
245	"Glyptemys insculpta"	-679211.938133287	-30555.786692254
246	"Glyptemys insculpta"	8788.06186671345	339444.213307746
247	"Glyptemys insculpta"	-491211.938133287	260444.213307746
248	"Glyptemys insculpta"	-1160211.93813329	468444.213307746
249	"Glyptemys insculpta"	-1316211.93813329	257444.213307746
250	"Glyptemys insculpta"	-365211.938133287	49444.213307746
251	"Glyptemys insculpta"	-1034211.93813329	30444.213307746
252	"Glyptemys insculpta"	-1034211.93813329	-271555.786692254
253	"Glyptemys insculpta"	-892211.938133287	-525555.786692254
254	"Glyptemys insculpta"	-1566211.93813329	140444.213307746
255	"Glyptemys insculpta"	-628211.938133287	284444.213307746
256	"Glyptemys insculpta"	-372211.938133287	330444.213307746
257	"Glyptemys insculpta"	-1213211.93813329	284444.213307746
258	"Glyptemys insculpta"	-1084211.93813329	-324555.786692254
259	"Glyptemys insculpta"	-851211.938133287	233444.213307746
260	"Glyptemys insculpta"	-243211.938133287	51444.213307746
261	"Glyptemys insculpta"	-1103211.93813329	-214555.786692254
262	"Glyptemys insculpta"	-642211.938133287	-67555.786692254
263	"Glyptemys insculpta"	-1394211.93813329	403444.213307746
264	"Glyptemys insculpta"	-1002211.93813329	297444.213307746
265	"Glyptemys insculpta"	-1804211.93813329	319444.213307746
266	"Glyptemys insculpta"	-1074211.93813329	294444.213307746
267	"Glyptemys insculpta"	-1212211.93813329	-213555.786692254
268	"Glyptemys insculpta"	-96211.9381332865	227444.213307746
269	"Glyptemys insculpta"	-1561211.93813329	195444.213307746
270	"Glyptemys insculpta"	-1249211.93813329	274444.213307746
271	"Glyptemys insculpta"	109788.061866713	194444.213307746
272	"Glyptemys insculpta"	-603211.938133287	-89555.786692254
273	"Glyptemys insculpta"	-993211.938133287	-99555.786692254
274	"Glyptemys insculpta"	-842211.938133287	312444.213307746
275	"Glyptemys insculpta"	-833211.938133287	213444.213307746
276	"Glyptemys insculpta"	-702211.938133287	-214555.786692254
277	"Glyptemys insculpta"	-924211.938133287	-268555.786692254
278	"Glyptemys insculpta"	-1613211.93813329	521444.213307746
279	"Glyptemys insculpta"	-1142211.93813329	72444.213307746
280	"Glyptemys insculpta"	-559211.938133287	-335555.786692254
281	"Glyptemys insculpta"	-1538211.93813329	366444.213307746
282	"Glyptemys insculpta"	-28211.9381332865	228444.213307746
283	"Glyptemys insculpta"	101788.061866713	238444.213307746
284	"Glyptemys insculpta"	-1077211.93813329	-55555.786692254
285	"Glyptemys insculpta"	-129211.938133287	-65555.786692254
286	"Glyptemys insculpta"	-1370211.93813329	-123555.786692254
287	"Glyptemys insculpta"	-1329211.93813329	87444.213307746
288	"Glyptemys insculpta"	-351211.938133287	-167555.786692254
289	"Glyptemys insculpta"	-1612211.93813329	610444.213307746
290	"Glyptemys insculpta"	-1101211.93813329	-133555.786692254
291	"Glyptemys insculpta"	-919211.938133287	-341555.786692254
292	"Glyptemys insculpta"	-184211.938133287	207444.213307746
293	"Glyptemys insculpta"	-1660211.93813329	200444.213307746
294	"Glyptemys insculpta"	-541211.938133287	395444.213307746
295	"Glyptemys insculpta"	-979211.938133287	522444.213307746
296	"Glyptemys insculpta"	-680211.938133287	-142555.786692254
297	"Glyptemys insculpta"	-1129211.93813329	-276555.786692254
298	"Glyptemys insculpta"	-815211.938133287	84444.213307746
299	"Glyptemys insculpta"	-1148211.93813329	556444.213307746
300	"Glyptemys insculpta"	-1137211.93813329	-219555.786692254
301	"Glyptemys insculpta"	-757211.938133287	-274555.786692254
302	"Glyptemys insculpta"	34788.0618667135	318444.213307746
303	"Glyptemys insculpta"	-285211.938133287	-192555.786692254
304	"Glyptemys insculpta"	-1330211.93813329	14444.213307746
305	"Glyptemys insculpta"	-1269211.93813329	571444.213307746
306	"Glyptemys insculpta"	-529211.938133287	109444.213307746
307	"Glyptemys insculpta"	-1694211.93813329	441444.213307746
308	"Glyptemys insculpta"	-162211.938133287	27444.213307746
309	"Glyptemys insculpta"	-1069211.93813329	133444.213307746
310	"Glyptemys insculpta"	-116211.938133287	227444.213307746
311	"Glyptemys insculpta"	-1242211.93813329	-10555.786692254
312	"Glyptemys insculpta"	-1582211.93813329	226444.213307746
313	"Glyptemys insculpta"	-392211.938133287	111444.213307746
314	"Glyptemys insculpta"	-1386211.93813329	320444.213307746
315	"Glyptemys insculpta"	-763211.938133287	-513555.786692254
316	"Glyptemys insculpta"	-315211.938133287	-116555.786692254
317	"Glyptemys insculpta"	-574211.938133287	186444.213307746
318	"Glyptemys insculpta"	-272211.938133287	167444.213307746
319	"Glyptemys insculpta"	-1878211.93813329	434444.213307746
320	"Glyptemys insculpta"	40788.0618667135	127444.213307746
321	"Glyptemys insculpta"	-1483211.93813329	591444.213307746
322	"Glyptemys insculpta"	-1351211.93813329	400444.213307746
323	"Glyptemys insculpta"	-1684211.93813329	487444.213307746
324	"Glyptemys insculpta"	-470211.938133287	-71555.786692254
325	"Glyptemys insculpta"	-959211.938133287	-204555.786692254
326	"Glyptemys insculpta"	-1404211.93813329	514444.213307746
327	"Glyptemys insculpta"	-287211.938133287	83444.213307746
328	"Glyptemys insculpta"	-888211.938133287	-200555.786692254
329	"Glyptemys insculpta"	-1083211.93813329	336444.213307746
330	"Glyptemys insculpta"	-881211.938133287	42444.213307746
331	"Glyptemys insculpta"	-49211.9381332865	135444.213307746
332	"Glyptemys insculpta"	-717211.938133287	-100555.786692254
333	"Glyptemys insculpta"	-224211.938133287	-95555.786692254
334	"Glyptemys insculpta"	-1575211.93813329	632444.213307746
335	"Glyptemys insculpta"	-1175211.93813329	352444.213307746
336	"Glyptemys insculpta"	-1240211.93813329	436444.213307746
337	"Glyptemys insculpta"	-869211.938133287	381444.213307746
338	"Glyptemys insculpta"	-1064211.93813329	-277555.786692254
339	"Glyptemys insculpta"	-781211.938133287	-241555.786692254
340	"Glyptemys insculpta"	-1679211.93813329	625444.213307746
341	"Glyptemys insculpta"	-1155211.93813329	265444.213307746
342	"Glyptemys insculpta"	-917211.938133287	-523555.786692254
343	"Glyptemys insculpta"	-991211.938133287	-401555.786692254
344	"Glyptemys insculpta"	-657211.938133287	303444.213307746
345	"Glyptemys insculpta"	-841211.938133287	-359555.786692254
346	"Glyptemys insculpta"	-742211.938133287	-147555.786692254
347	"Glyptemys insculpta"	-1168211.93813329	-168555.786692254
348	"Glyptemys insculpta"	-1708211.93813329	325444.213307746
349	"Glyptemys insculpta"	-862211.938133287	117444.213307746
350	"Glyptemys insculpta"	-1335211.93813329	-91555.786692254
351	"Glyptemys insculpta"	-164211.938133287	-54555.786692254
352	"Glyptemys insculpta"	-818211.938133287	195444.213307746
353	"Glyptemys insculpta"	-79211.9381332865	355444.213307746
354	"Glyptemys insculpta"	-854211.938133287	176444.213307746
355	"Glyptemys insculpta"	-166211.938133287	137444.213307746
356	"Glyptemys insculpta"	-934211.938133287	-23555.786692254
357	"Glyptemys insculpta"	-1608211.93813329	551444.213307746
358	"Glyptemys insculpta"	148788.061866713	228444.213307746
359	"Glyptemys insculpta"	-769211.938133287	341444.213307746
360	"Glyptemys insculpta"	-685211.938133287	-101555.786692254
361	"Glyptemys insculpta"	-986211.938133287	107444.213307746
362	"Glyptemys insculpta"	-932211.938133287	19444.213307746
363	"Glyptemys insculpta"	-748211.938133287	-99555.786692254
364	"Glyptemys insculpta"	-327211.938133287	391444.213307746
365	"Glyptemys insculpta"	-941211.938133287	529444.213307746
366	"Glyptemys insculpta"	-476211.938133287	-415555.786692254
367	"Glyptemys insculpta"	-1346211.93813329	5444.21330774599
368	"Glyptemys insculpta"	-1238211.93813329	589444.213307746
369	"Glyptemys insculpta"	-1234211.93813329	80444.213307746
370	"Glyptemys insculpta"	-838211.938133287	-172555.786692254
371	"Glyptemys insculpta"	-618211.938133287	-101555.786692254
372	"Glyptemys insculpta"	-1538211.93813329	11444.213307746
373	"Glyptemys insculpta"	-1289211.93813329	137444.213307746
374	"Glyptemys insculpta"	-266211.938133287	250444.213307746
375	"Glyptemys insculpta"	-959211.938133287	84444.213307746
376	"Glyptemys insculpta"	-873211.938133287	80444.213307746
377	"Glyptemys insculpta"	-385211.938133287	299444.213307746
378	"Glyptemys insculpta"	-1675211.93813329	202444.213307746
379	"Glyptemys insculpta"	-1406211.93813329	63444.213307746
380	"Glyptemys insculpta"	-53211.9381332865	79444.213307746
381	"Glyptemys insculpta"	-781211.938133287	155444.213307746
382	"Glyptemys insculpta"	-742211.938133287	254444.213307746
383	"Glyptemys insculpta"	-1088211.93813329	-299555.786692254
384	"Glyptemys insculpta"	-920211.938133287	-291555.786692254
385	"Glyptemys insculpta"	-160211.938133287	163444.213307746
386	"Glyptemys insculpta"	-893211.938133287	-88555.786692254
387	"Glyptemys insculpta"	-1130211.93813329	-326555.786692254
388	"Glyptemys insculpta"	127788.061866713	325444.213307746
389	"Glyptemys insculpta"	-1075211.93813329	156444.213307746
390	"Glyptemys insculpta"	-1106211.93813329	-36555.786692254
391	"Glyptemys insculpta"	-1542211.93813329	433444.213307746
392	"Glyptemys insculpta"	-1111211.93813329	-89555.786692254
393	"Glyptemys insculpta"	-1179211.93813329	-262555.786692254
394	"Glyptemys insculpta"	-160211.938133287	-16555.786692254
395	"Glyptemys insculpta"	-470211.938133287	68444.213307746
396	"Glyptemys insculpta"	-336211.938133287	278444.213307746
397	"Glyptemys insculpta"	54788.0618667135	192444.213307746
398	"Glyptemys insculpta"	-1500211.93813329	11444.213307746
399	"Glyptemys insculpta"	-526211.938133287	423444.213307746
400	"Glyptemys insculpta"	95788.0618667135	257444.213307746
401	"Glyptemys insculpta"	-827211.938133287	190444.213307746
402	"Glyptemys insculpta"	139788.061866713	287444.213307746
403	"Glyptemys insculpta"	-978211.938133287	-154555.786692254
404	"Glyptemys insculpta"	-850211.938133287	278444.213307746
405	"Glyptemys insculpta"	-807211.938133287	-479555.786692254
406	"Glyptemys insculpta"	-542211.938133287	-101555.786692254
407	"Glyptemys insculpta"	-1274211.93813329	-21555.786692254
408	"Glyptemys insculpta"	-935211.938133287	-134555.786692254
409	"Glyptemys insculpta"	-452211.938133287	67444.213307746
410	"Glyptemys insculpta"	-1671211.93813329	669444.213307746
411	"Glyptemys insculpta"	-1902211.93813329	355444.213307746
412	"Glyptemys insculpta"	-872211.938133287	263444.213307746
413	"Glyptemys insculpta"	-1117211.93813329	35444.213307746
414	"Glyptemys insculpta"	-500211.938133287	262444.213307746
415	"Glyptemys insculpta"	-1420211.93813329	-555.786692254012
416	"Glyptemys insculpta"	-737211.938133287	130444.213307746
417	"Glyptemys insculpta"	-490211.938133287	143444.213307746
418	"Glyptemys insculpta"	-1060211.93813329	-41555.786692254
419	"Glyptemys insculpta"	-576211.938133287	453444.213307746
420	"Glyptemys insculpta"	-296211.938133287	-195555.786692254
421	"Glyptemys insculpta"	-626211.938133287	314444.213307746
422	"Glyptemys insculpta"	-717211.938133287	-318555.786692254
423	"Glyptemys insculpta"	-719211.938133287	32444.213307746
424	"Glyptemys insculpta"	-12211.9381332865	191444.213307746
425	"Glyptemys insculpta"	-543211.938133287	12444.213307746
426	"Glyptemys insculpta"	-1786211.93813329	370444.213307746
427	"Glyptemys insculpta"	-411211.938133287	365444.213307746
428	"Glyptemys insculpta"	-570211.938133287	-33555.786692254
429	"Glyptemys insculpta"	-962211.938133287	-48555.786692254
430	"Glyptemys insculpta"	-277211.938133287	173444.213307746
431	"Glyptemys insculpta"	-400211.938133287	-313555.786692254
432	"Glyptemys insculpta"	-19211.9381332865	293444.213307746
433	"Glyptemys insculpta"	-1250211.93813329	288444.213307746
434	"Glyptemys insculpta"	-1335211.93813329	442444.213307746
435	"Glyptemys insculpta"	-1696211.93813329	301444.213307746
436	"Glyptemys insculpta"	-1709211.93813329	668444.213307746
437	"Glyptemys insculpta"	-820211.938133287	180444.213307746
438	"Glyptemys insculpta"	-555211.938133287	-368555.786692254
439	"Glyptemys insculpta"	-1463211.93813329	164444.213307746
440	"Glyptemys insculpta"	-908211.938133287	-383555.786692254
441	"Glyptemys insculpta"	-1473211.93813329	424444.213307746
442	"Glyptemys insculpta"	-1218211.93813329	-138555.786692254
443	"Glyptemys insculpta"	-871211.938133287	-256555.786692254
444	"Glyptemys insculpta"	-656211.938133287	-125555.786692254
445	"Glyptemys insculpta"	-544211.938133287	-47555.786692254
446	"Glyptemys insculpta"	-580211.938133287	274444.213307746
447	"Glyptemys insculpta"	-807211.938133287	83444.213307746
448	"Glyptemys insculpta"	-1513211.93813329	437444.213307746
449	"Glyptemys insculpta"	-764211.938133287	-138555.786692254
450	"Glyptemys insculpta"	-1464211.93813329	518444.213307746
451	"Glyptemys insculpta"	-723211.938133287	-501555.786692254
452	"Glyptemys insculpta"	-1097211.93813329	-116555.786692254
453	"Glyptemys insculpta"	-650211.938133287	-362555.786692254
